id,street_number,route,city,state,zip_code,site_address,latitude,longitude,county,utility_name,reroof_permit_issue_date,reroof_permit_expiration_date,reroof_type
69359,13746,Victory Blvd,Los Angeles,CA,91401,"13746 Victory Blvd, Van Nuys, CA 91401, USA",34.1863858,-118.4327165,Los Angeles County,,09/17/2013,06/30/2015,Class A or B
69360,1700,S Western Ave,Los Angeles,CA,90006,"1700 S Western Ave, Los Angeles, CA 90006, USA",34.0425174,-118.3087168,Los Angeles County,,09/19/2013,12/31/2014,Built Up
69361,15041,Keswick St,Los Angeles,CA,91405,"15041 Keswick St, Van Nuys, CA 91405, USA",34.2108927,-118.4605229,Los Angeles County,,09/24/2013,09/30/2013,Built Up
69362,20434,Sherman Way,Los Angeles,CA,91306,"20434 Sherman Way, Winnetka, CA 91306, USA",34.2008327,-118.5786841,Los Angeles County,,10/09/2013,10/31/2015,Built Up
69363,4953,Franklin Ave,Los Angeles,CA,90027,"4953 Franklin Ave, Los Angeles, CA 90027, USA",34.1056044,-118.2975849,Los Angeles County,,10/11/2013,04/30/2015,Comp Shingle
69364,16913,Devonshire St,Los Angeles,CA,91344,"16913 Devonshire St, Granada Hills, CA 91344, USA",34.257995,-118.5006517,Los Angeles County,,10/17/2013,06/30/2015,Built Up
69365,826,N La Cienega Blvd,Los Angeles,CA,90069,"826 N La Cienega Blvd, Los Angeles, CA 90069, USA",34.0860996,-118.3761207,Los Angeles County,,10/24/2013,03/31/2014,Built Up
69366,9401,Oso Ave,Los Angeles,CA,91311,"9401 Oso Ave, Chatsworth, CA 91311, USA",34.2410906,-118.5760594,Los Angeles County,,10/29/2013,03/31/2015,Built Up
69367,11758,W Olympic Blvd,Los Angeles,CA,90064,"11758 W Olympic Blvd, Los Angeles, CA 90064, USA",34.0330965,-118.449279,Los Angeles County,,10/31/2013,07/31/2015,Built Up
69368,1765,S La Cienega Blvd,Los Angeles,CA,90035,"Cienega (VS-90), 1765 S La Cienega Blvd, Los Angeles, CA 90035, USA",34.0454565,-118.3771355,Los Angeles County,,11/19/2013,09/30/2015,Comp Shingle
69369,7188,Sunset Blvd,Los Angeles,CA,90046,"7188 Sunset Blvd, Los Angeles, CA 90046, USA",34.0977182,-118.3467942,Los Angeles County,,11/19/2013,07/31/2014,Built Up
69370,1064,251st St,Los Angeles,CA,90710,"1064 251st St, Harbor City, CA 90710, USA",33.7965013,-118.2950341,Los Angeles County,,11/26/2013,04/30/2014,Built Up
69371,12035,Venice Blvd,Los Angeles,CA,90066,"12035 Venice Blvd, Los Angeles, CA 90066, USA",34.005864,-118.4300745,Los Angeles County,,11/29/2013,03/31/2014,Built Up
69372,19419,W Ventura Blvd,Los Angeles,CA,91356,"19419 W Ventura Blvd, Tarzana, CA 91356, USA",34.165692,-118.5286845,Los Angeles County,,12/02/2013,03/31/2014,Built Up
69373,3139,N San Fernando Rd,Los Angeles,CA,90065,"3139 N San Fernando Rd, Los Angeles, CA 90065, USA",34.1160529,-118.2466778,Los Angeles County,,12/03/2013,10/31/2015,Built Up
69375,11160,Hindry Ave,Los Angeles,CA,90045,"11160 Hindry Ave, Los Angeles, CA 90045, USA",33.9335432,-118.3713672,Los Angeles County,,12/19/2013,09/30/2014,Class A or B
69376,11120,Hindry Ave,Los Angeles,CA,90045,"11120 Hindry Ave, Los Angeles, CA 90045, USA",33.9336099,-118.3719906,Los Angeles County,,12/19/2013,09/30/2014,Class A or B
69377,15745,Stagg St,Los Angeles,CA,91406,"15745 Stagg St, Van Nuys, CA 91406, USA",34.2122974,-118.4765174,Los Angeles County,,12/30/2013,12/31/2013,Built Up
69378,3349,La Cienega Pl,Los Angeles,CA,90016,"3349 La Cienega Pl, Los Angeles, CA 90016, USA",34.0275452,-118.3756642,Los Angeles County,,01/01/2014,03/31/2014,Built Up
69379,7300,Topanga Canyon Blvd,Los Angeles,CA,91303,"7300 Topanga Canyon Blvd, Canoga Park, CA 91303, USA",34.2031932,-118.6053245,Los Angeles County,,01/10/2014,02/28/2014,Built Up
69380,3709,Whittier Blvd,Los Angeles,CA,90023,"3709 Whittier Blvd, Los Angeles, CA 90023, USA",34.0248797,-118.1933445,Los Angeles County,,01/31/2014,01/31/2015,CHANGE OUT STOREFRONT WINDOWS AND REROOF WITH NEW TILES. APPLY NEW FLO
69381,5426,Washington Blvd,Los Angeles,CA,90016,"5426 Washington Blvd, Los Angeles, CA 90016, USA",34.038379,-118.36113,Los Angeles County,,02/21/2014,02/28/2015,Built Up
69382,8222,W 3rd St,Los Angeles,CA,90048,"8222 W 3rd St, Los Angeles, CA 90048, USA",34.0722991,-118.3688215,Los Angeles County,,02/21/2014,01/31/2016,Built Up
69383,21438,W Ingomar St,Los Angeles,CA,91304,"21438 W Ingomar St, West Hills, CA 91304, USA",34.211618,-118.6426884,Los Angeles County,,02/25/2014,01/31/2014,Built Up
69384,1600,Campus Rd,Los Angeles,CA,90041,"1600 Campus Rd, Los Angeles, CA 90041, USA",34.129581,-118.210692,Los Angeles County,,03/05/2014,10/31/2015,Comp Shingle
69385,2201,W 54th St,Los Angeles,CA,90043,"2201 W 54th St, Los Angeles, CA 90043, USA",33.9933427,-118.3173188,Los Angeles County,,03/06/2014,01/31/2016,Built Up
69386,9401,Reseda Blvd,Los Angeles,CA,91324,"9401 Reseda Blvd, Northridge, CA 91324, USA",34.2411193,-118.5364512,Los Angeles County,,03/30/2014,07/31/2015,Built Up
69387,12171,San Fernando Rd,Los Angeles,CA,91342,"12171 San Fernando Rd, Sylmar, CA 91342, USA",34.291062,-118.4503759,Los Angeles County,,04/02/2014,07/31/2014,Comp Shingle
69388,14912,Burbank Blvd,Los Angeles,CA,91411,"14912 Burbank Blvd, Sherman Oaks, CA 91411, USA",34.1718987,-118.4579455,Los Angeles County,,04/02/2014,04/30/2015,Class A or B
69389,15230,W San Fernando Mission Blvd,Los Angeles,CA,91345,"15230 W San Fernando Mission Blvd, Mission Hills, CA 91345, USA",34.2759755,-118.4536724,Los Angeles County,,04/07/2014,04/30/2014,Built Up
69390,11155,Sepulveda Blvd,Los Angeles,CA,91345,"11155 Sepulveda Blvd, Mission Hills, CA 91345, USA",34.273619,-118.4687662,Los Angeles County,,04/15/2014,04/30/2014,Built Up
69391,19743,Bahama St,Los Angeles,CA,91324,"19743 Bahama St, Northridge, CA 91324, USA",34.2336391,-118.563829,Los Angeles County,,04/21/2014,09/30/2015,Built Up
69393,18440,W Sherman Way,Los Angeles,CA,91335,"18440 W Sherman Way, Reseda, CA 91335, USA",34.2010758,-118.5262333,Los Angeles County,,05/06/2014,10/31/2015,Built Up
69394,608,Mateo St,Los Angeles,CA,90021,"608 Mateo St, Los Angeles, CA 90021, USA",34.0376495,-118.2322552,Los Angeles County,,05/09/2014,05/31/2015,Built Up
69399,11230,N Ilex Ave,Los Angeles,CA,91331,"11230 N Ilex Ave, Pacoima, CA 91331, USA",34.2736101,-118.4321494,Los Angeles County,,05/27/2014,07/31/2014,Built Up
69395,2401,N San Fernando Rd,Los Angeles,CA,90065,"2401 N San Fernando Rd, Los Angeles, CA 90065, USA",34.1062292,-118.2392575,Los Angeles County,,05/11/2014,03/31/2016,Built Up
69396,2413,N San Fernando Rd,Los Angeles,CA,90065,"2413 N San Fernando Rd, Los Angeles, CA 90065, USA",34.1064354,-118.2393681,Los Angeles County,,05/11/2014,03/31/2016,Built Up
69397,7911,Winnetka Ave,Los Angeles,CA,91306,"7911 Winnetka Ave, Canoga Park, CA 91306, USA",34.2144873,-118.5720986,Los Angeles County,,05/16/2014,07/31/2014,Built Up
69400,1226,N Alvarado St,Los Angeles,CA,90026,"1226 N Alvarado St, Los Angeles, CA 90026, USA",34.0787196,-118.2625066,Los Angeles County,,06/20/2014,01/31/2016,Built Up
69398,4722,Haskell Ave,Los Angeles,CA,91436,"4722 Haskell Ave, Encino, CA 91436, USA",34.1559423,-118.4744889,Los Angeles County,,05/16/2014,05/31/2015,Comp Shingle
69401,3469,Casitas Ave,Los Angeles,CA,90039,"3469 Casitas Ave, Los Angeles, CA 90039, USA",34.1201511,-118.2560805,Los Angeles County,,06/30/2014,12/31/2015,Built Up
69402,7532,Lankershim Blvd,Los Angeles,CA,91605,"7532 Lankershim Blvd, North Hollywood, CA 91605, USA",34.2075238,-118.3873958,Los Angeles County,,07/15/2014,02/29/2016,Built Up
69403,4914,Topanga Canyon Blvd,Los Angeles,CA,91364,"4914 Topanga Canyon Blvd, Woodland Hills, CA 91364, USA",34.1574372,-118.6055743,Los Angeles County,,07/28/2014,01/31/2016,Built Up
69404,9687,Sunland Blvd,Los Angeles,CA,91040,"9687 Sunland Blvd, Sunland-Tujunga, CA 91040, USA",34.2472448,-118.356917,Los Angeles County,,08/13/2014,11/30/2015,Built Up
69405,6641,Sunset Blvd,Los Angeles,CA,90028,"6641 Sunset Blvd, Los Angeles, CA 90028, USA",34.0984412,-118.3345974,Los Angeles County,,08/14/2014,10/31/2015,Built Up
69406,2832,Blanchard St,Los Angeles,CA,90063,"2832 Blanchard St, Los Angeles, CA 90063, USA",34.0478466,-118.1981313,Los Angeles County,,08/21/2014,10/31/2015,Built Up
69407,2231,Colby Ave,Los Angeles,CA,90064,"2231 Colby Ave, Los Angeles, CA 90064, USA",34.035001,-118.4445372,Los Angeles County,,08/25/2014,07/31/2016,Built Up
69408,7561,Laurel Canyon Blvd,Los Angeles,CA,91605,"7561 Laurel Canyon Blvd, North Hollywood, CA 91605, USA",34.208189,-118.3969414,Los Angeles County,,09/01/2014,07/31/2016,Built Up
69409,4609,Van Nuys Blvd,Los Angeles,CA,91403,"4609 Van Nuys Blvd, Sherman Oaks, CA 91403, USA",34.1550659,-118.4489614,Los Angeles County,,09/03/2014,08/31/2014,Built Up
69410,131,N Occidental Blvd,Los Angeles,CA,90026,"131 N Occidental Blvd, Los Angeles, CA 90026, USA",34.0710378,-118.2794988,Los Angeles County,,09/19/2014,10/31/2014,Built Up
69411,6659,Topanga Canyon Blvd,Los Angeles,CA,91303,"6659 Topanga Canyon Blvd, Woodland Hills, CA 91303, USA",34.1915884,-118.606249,Los Angeles County,,09/22/2014,11/30/2014,Built Up
69412,24373,Vanowen St,Los Angeles,CA,91307,"24373 Vanowen St, West Hills, CA 91307, USA",34.1951927,-118.6562146,Los Angeles County,,09/24/2014,11/30/2014,Built Up
69413,18448,W Sherman Way,Los Angeles,CA,91335,"18448 W Sherman Way, Reseda, CA 91335, USA",34.2010758,-118.5262333,Los Angeles County,,09/29/2014,10/31/2014,Built Up
69414,12515,Ventura Blvd,Los Angeles,CA,91604,"12515 Ventura Blvd, Studio City, CA 91604, USA",34.1430492,-118.4061868,Los Angeles County,,10/02/2014,01/31/2016,Built Up
69415,20350,Prairie St,Los Angeles,CA,91311,"20350 Prairie St, Chatsworth, CA 91311, USA",34.2385809,-118.5771537,Los Angeles County,,10/07/2014,03/31/2015,Built Up
69416,21500,Wyandotte St,Los Angeles,CA,91303,"21500 Wyandotte St, Canoga Park, CA 91303, USA",34.202638,-118.5993059,Los Angeles County,,10/13/2014,06/30/2016,Built Up
69417,3215,S La Cienega Blvd,Los Angeles,CA,90016,"3215 S La Cienega Blvd, Los Angeles, CA 90016, USA",34.0292162,-118.3722853,Los Angeles County,,10/22/2014,03/31/2016,REROOF W/CLASS 'A' MATERIALS 74 SQUARES COATING SYSTEM-APOC#248
69419,1011,E L St,Los Angeles,CA,90744,"1011 E L St, Wilmington, CA 90744, USA",33.787521,-118.2502183,Los Angeles County,,10/29/2014,02/29/2016,Class A or B
69420,11751,W Pico Blvd,Los Angeles,CA,90064,"11751 W Pico Blvd, Los Angeles, CA 90064, USA",34.0312556,-118.4469899,Los Angeles County,,10/29/2014,11/30/2014,Built Up
69421,4887,Huntington Dr N,Los Angeles,CA,90032,"4887 Huntington Dr N, Los Angeles, CA 90032, USA",34.0869541,-118.1776248,Los Angeles County,,10/31/2014,06/30/2016,Built Up
69422,19952,Ventura Blvd,Los Angeles,CA,91364,"19952 Ventura Blvd, Woodland Hills, CA 91364, USA",34.1715015,-118.5678264,Los Angeles County,,11/07/2014,06/30/2016,Built Up
69423,1519,Pleasant Ave,Los Angeles,CA,90033,"1519 Pleasant Ave, Los Angeles, CA 90033, USA",34.0492022,-118.2211612,Los Angeles County,,11/26/2014,10/31/2015,"REROOF  2000  sq  feet, change plywood as necessary.  CLASS A  SHINGLE"
69424,14300,W Sherman Way,Los Angeles,CA,91405,"14300 W Sherman Way, Van Nuys, CA 91405, USA",34.2011946,-118.4508266,Los Angeles County,,12/08/2014,09/30/2015,Built Up
69425,1655,Beverly Blvd,Los Angeles,CA,90026,"1655 Beverly Blvd, Los Angeles, CA 90026, USA",34.0642902,-118.2644605,Los Angeles County,,12/19/2014,07/31/2015,Built Up
69426,916,N Western Ave,Los Angeles,CA,90029,"916 N Western Ave, Los Angeles, CA 90029, USA",34.0866929,-118.308769,Los Angeles County,,12/24/2014,10/31/2015,Built Up
69427,12905,Riverside Dr,Los Angeles,CA,91423,"12905 Riverside Dr, Sherman Oaks, CA 91423, USA",34.1579165,-118.4142109,Los Angeles County,,12/29/2014,05/31/2015,Comp Shingle
69428,5011,N White Oak Ave,Los Angeles,CA,91316,"5011 N White Oak Ave, Encino, CA 91316, USA",34.1731721,-118.5187794,Los Angeles County,,12/30/2014,10/31/2015,Built Up
69429,22804,S Western Ave,Torrance,CA,90501,"22804 S Western Ave, Torrance, CA 90501, USA",33.8187765,-118.3086948,Los Angeles County,,12/31/2014,04/30/2016,REROOF 150 SQRS./W CLASS 'A' MATERIALS WEIGHING LESS THAN 6 POUNDS PER
69430,19425,W Ventura Blvd,Los Angeles,CA,91356,"19425 W Ventura Blvd, Tarzana, CA 91356, USA",34.165692,-118.5286845,Los Angeles County,,01/05/2015,04/30/2016,Comp Shingle
69431,2323,E 4th St,Los Angeles,CA,90033,"2323 E 4th St, Los Angeles, CA 90033, USA",34.0411482,-118.2119813,Los Angeles County,,01/06/2015,02/28/2015,Class A or B
69432,24045,Frampton Ave,Los Angeles,CA,90710,"24045 Frampton Ave, Harbor City, CA 90710, USA",33.8057899,-118.3004397,Los Angeles County,,01/08/2015,04/30/2016,Built Up
69433,5327,Santa Monica Blvd,Los Angeles,CA,90029,"5327 Santa Monica Blvd, Los Angeles, CA 90029, USA",34.0910602,-118.3056346,Los Angeles County,,01/12/2015,04/30/2015,Built Up
69434,13237,Gladstone Ave,Los Angeles,CA,91342,"13237 Gladstone Ave, Sylmar, CA 91342, USA",34.3114001,-118.4297275,Los Angeles County,,01/13/2015,12/31/2015,Built Up
69435,10875,Kinross Ave,Los Angeles,CA,90024,"10875 Kinross Ave, Los Angeles, CA 90024, USA",34.0610758,-118.4446494,Los Angeles County,,01/20/2015,03/31/2016,Built Up
69436,11315,Venice Blvd,Los Angeles,CA,90066,"11315 Venice Blvd, Los Angeles, CA 90066, USA",34.01151,-118.420435,Los Angeles County,,01/20/2015,01/31/2016,Built Up
69437,18751,Ventura Blvd,Los Angeles,CA,91356,"18751 Ventura Blvd, Tarzana, CA 91356, USA",34.1716673,-118.5422705,Los Angeles County,,02/12/2015,03/31/2016,Class A or B
69438,11900,S Avalon Blvd,Los Angeles,CA,90061,"11900 S Avalon Blvd, Los Angeles, CA 90061, USA",33.9244683,-118.2648592,Los Angeles County,,02/13/2015,05/31/2016,Class A or B
69439,7429,Melrose Ave,Los Angeles,CA,90046,"7429 Melrose Ave, Los Angeles, CA 90046, USA",34.0837994,-118.3519408,Los Angeles County,,02/17/2015,06/30/2015,Built Up
69440,7427,Melrose Ave,Los Angeles,CA,90046,"7427 Melrose Ave, Los Angeles, CA 90046, USA",34.0838062,-118.3519248,Los Angeles County,,02/17/2015,06/30/2015,Built Up
69441,12017,Vose St,Los Angeles,CA,91605,"12017 Vose St, North Hollywood, CA 91605, USA",34.1993292,-118.3949715,Los Angeles County,,02/19/2015,10/31/2015,Built Up
69442,19900,Plummer St,Los Angeles,CA,91311,"19900 Plummer St, Chatsworth, CA 91311, USA",34.2419401,-118.5676698,Los Angeles County,,02/20/2015,02/29/2016,Class A or B
69460,5800,Topanga Canyon Blvd,Los Angeles,CA,91367,"5800 Topanga Canyon Blvd, Woodland Hills, CA 91367, USA",34.176839,-118.6035755,Los Angeles County,,05/04/2015,01/31/2016,Built Up
69445,3705,Woodlawn Ave,Los Angeles,CA,90011,"3705 Woodlawn Ave, Los Angeles, CA 90011, USA",34.0147063,-118.2730813,Los Angeles County,,03/05/2015,08/31/2016,Built Up
69443,4112,W Slauson Ave,Los Angeles,CA,90043,"4112 W Slauson Ave, Los Angeles, CA 90043, USA",33.9886476,-118.3463318,Los Angeles County,,02/23/2015,07/31/2015,Comp Shingle
69444,864,S New Hampshire Ave,Los Angeles,CA,90005,"864 S New Hampshire Ave, Los Angeles, CA 90005, USA",34.0563585,-118.2925387,Los Angeles County,,02/24/2015,12/31/2015,Class A or B
52863,12445,Mountaingate Dr,Los Angeles,CA,90049,"12445 Mountaingate Dr, Los Angeles, CA 90049, USA",34.1111549,-118.4891159,Los Angeles County,Los Angeles Dept of Water & Power,02/27/2015,05/31/2015,Comp Shingle
69446,2634,Overland Ave,Los Angeles,CA,90064,"2634 Overland Ave, Los Angeles, CA 90064, USA",34.0383316,-118.4218096,Los Angeles County,,03/06/2015,07/31/2015,Comp Shingle
69447,14428,Hamlin St,Los Angeles,CA,91401,"14428 Hamlin St, Van Nuys, CA 91401, USA",34.1883668,-118.4475764,Los Angeles County,,03/09/2015,03/31/2016,Built Up
69448,1956,N Cahuenga Blvd,Los Angeles,CA,90068,"1956 N Cahuenga Blvd, Los Angeles, CA 90068, USA",34.1069054,-118.3304181,Los Angeles County,,03/09/2015,08/31/2016,Built Up
69449,2337,Canyonback Rd,Los Angeles,CA,90049,"2337 Canyonback Rd, Los Angeles, CA 90049, USA",34.109735,-118.495308,Los Angeles County,,03/12/2015,05/31/2015,Built Up
69450,404,W Pacific Coast Hwy,Los Angeles,CA,90744,"404 W Pacific Coast Hwy, Wilmington, CA 90744, USA",33.7905897,-118.2675085,Los Angeles County,,03/24/2015,12/31/2016,Class A or B
69451,1411,Sunset Blvd,Los Angeles,CA,90026,"1411 Sunset Blvd, Los Angeles, CA 90026, USA",34.0746145,-118.2518559,Los Angeles County,,03/25/2015,06/30/2015,Comp Shingle
69452,13455,Beach Ave,Marina Del Rey,CA,90292,"13455 Beach Ave, Marina Del Rey, CA 90292, USA",33.9908017,-118.4460224,Los Angeles County,,04/01/2015,03/31/2015,Built Up
69453,7350,Melrose Ave,Los Angeles,CA,90046,"7350 Melrose Ave, Los Angeles, CA 90046, USA",34.0833354,-118.349973,Los Angeles County,,04/03/2015,10/31/2016,Class A or B
69454,142,S Robertson Blvd,West Hollywood,CA,90048,"142 S Robertson Blvd, West Hollywood, CA 90048, USA",34.074205,-118.383462,Los Angeles County,,04/09/2015,01/31/2015,Built Up
69455,3735,Cahuenga Blvd,Los Angeles,CA,90068,"3735 Cahuenga Blvd, Los Angeles, CA 90068, USA",34.1355301,-118.3620258,Los Angeles County,,04/10/2015,06/30/2015,Comp Shingle
69457,8617,W Pico Blvd,Los Angeles,CA,90035,"8617 W Pico Blvd, Los Angeles, CA 90035, USA",34.0541299,-118.3791868,Los Angeles County,,04/27/2015,01/31/2017,Built Up
69458,1204,Vine St,Los Angeles,CA,90038,"1204 Vine St, Los Angeles, CA 90038, USA",34.0928323,-118.3261575,Los Angeles County,,04/27/2015,05/31/2015,Built Up
69461,8100,W 3rd St,Los Angeles,CA,90048,"8100 W 3rd St, Los Angeles, CA 90048, USA",34.0719553,-118.3660309,Los Angeles County,,05/12/2015,05/31/2015,Built Up
69462,12328,Ventura Blvd,Los Angeles,CA,91604,"12328 Ventura Blvd, Studio City, CA 91604, USA",34.1427588,-118.401908,Los Angeles County,,05/15/2015,02/29/2016,Built Up
69463,2624,Sunset Blvd,Los Angeles,CA,90026,"2624 Sunset Blvd, Los Angeles, CA 90026, USA",34.0801799,-118.2705233,Los Angeles County,,06/08/2015,10/31/2015,Built Up
69464,21505,Sherman Way,Los Angeles,CA,91303,"21505 Sherman Way, Canoga Park, CA 91303, USA",34.2013338,-118.5992881,Los Angeles County,,06/09/2015,01/31/2016,Built Up
69465,15725,Parthenia St,Los Angeles,CA,91343,"15725 Parthenia St, North Hills, CA 91343, USA",34.2295863,-118.4751736,Los Angeles County,,06/22/2015,01/31/2016,Built Up
69466,7700,Melrose Ave,Los Angeles,CA,90046,"7700 Melrose Ave, Los Angeles, CA 90046, USA",34.0836065,-118.3575083,Los Angeles County,,06/23/2015,05/31/2015,Built Up
69467,2249,Canyonback Rd,Los Angeles,CA,90049,"2249 Canyonback Rd, Los Angeles, CA 90049, USA",34.10682,-118.495507,Los Angeles County,,06/30/2015,05/31/2015,Built Up
69468,2321,Canyonback Rd,Los Angeles,CA,90049,"2321 Canyonback Rd, Los Angeles, CA 90049, USA",34.109735,-118.495308,Los Angeles County,,06/30/2015,05/31/2015,Built Up
69469,15456,Cabrito Rd,Los Angeles,CA,91406,"15456 Cabrito Rd, Van Nuys, CA 91406, USA",34.2168565,-118.4702591,Los Angeles County,,06/30/2015,06/30/2017,Built Up
69471,2225,Canyonback Rd,Los Angeles,CA,90049,"2225 Canyonback Rd, Los Angeles, CA 90049, USA",34.10682,-118.495507,Los Angeles County,,07/07/2015,05/31/2015,Built Up
69472,6201,Lankershim Blvd,Los Angeles,CA,91606,"6201 Lankershim Blvd, North Hollywood, CA 91606, USA",34.183271,-118.386072,Los Angeles County,,07/08/2015,11/30/2016,Built Up
69473,11315,S Figueroa St,Los Angeles,CA,90061,"11315 S Figueroa St, Los Angeles, CA 90061, USA",33.931801,-118.28305,Los Angeles County,,07/08/2015,11/30/2016,Built Up
69474,1412,N Glendale Blvd,Los Angeles,CA,90026,"1412 N Glendale Blvd, Los Angeles, CA 90026, USA",34.0800581,-118.2599283,Los Angeles County,,07/10/2015,10/31/2015,Built Up
69475,12737,Glenoaks Blvd,Los Angeles,CA,91342,"12737 Glenoaks Blvd, Sylmar, CA 91342, USA",34.3014432,-118.4429069,Los Angeles County,,07/12/2015,10/31/2015,Built Up
69476,12023,Vose St,Los Angeles,CA,91605,"12023 Vose St, North Hollywood, CA 91605, USA",34.1994772,-118.3949441,Los Angeles County,,07/13/2015,10/31/2015,Built Up
69477,12019,Vose St,Los Angeles,CA,91605,"12019 Vose St, North Hollywood, CA 91605, USA",34.1985334,-118.3950714,Los Angeles County,,07/13/2015,10/31/2015,Built Up
69479,5557,Reseda Blvd,Los Angeles,CA,91356,"5557 Reseda Blvd, Tarzana, CA 91356, USA",34.1713808,-118.536527,Los Angeles County,,07/24/2015,06/30/2016,Built Up
69480,2019,Pasadena Ave,Los Angeles,CA,90031,"2019 Pasadena Ave, Los Angeles, CA 90031, USA",34.0748283,-118.2207271,Los Angeles County,,07/31/2015,12/31/2015,Built Up
69481,8529,Willis Ave,Los Angeles,CA,91402,"8529 Willis Ave, Panorama City, CA 91402, USA",34.2255728,-118.455646,Los Angeles County,,07/31/2015,10/31/2016,Partial
69482,11510,S Vermont Ave,Los Angeles,CA,90044,"11510 S Vermont Ave, Los Angeles, CA 90044, USA",33.9296747,-118.2913283,Los Angeles County,,08/05/2015,05/31/2016,Built Up
69483,221,N Figueroa St,Los Angeles,CA,90012,"221 N Figueroa St, Los Angeles, CA 90012, USA",34.0591238,-118.2511674,Los Angeles County,,08/06/2015,05/31/2016,Built Up
69485,9080,Woodman Ave,Los Angeles,CA,91331,"9080 Woodman Ave, Arleta, CA 91331, USA",34.2350715,-118.4398809,Los Angeles County,,08/12/2015,07/31/2016,Built Up
69486,7419,Melrose Ave,Los Angeles,CA,90046,"7419 Melrose Ave, Los Angeles, CA 90046, USA",34.0837748,-118.3518106,Los Angeles County,,08/17/2015,06/30/2017,Built Up
69487,16912,Devonshire St,Los Angeles,CA,91344,"16912 Devonshire St, Granada Hills, CA 91344, USA",34.2566261,-118.5006413,Los Angeles County,,08/17/2015,10/31/2016,Built Up
69488,3621,Brunswick Ave,Los Angeles,CA,90039,"3621 Brunswick Ave, Los Angeles, CA 90039, USA",34.1194172,-118.2605043,Los Angeles County,,08/19/2015,02/28/2017,Partial
69489,2029,S Sepulveda Blvd,Los Angeles,CA,90025,"2029 S Sepulveda Blvd, Los Angeles, CA 90025, USA",34.0418301,-118.4405197,Los Angeles County,,08/20/2015,05/31/2017,Built Up
69490,8829,Shirley Ave,Los Angeles,CA,91324,"8829 Shirley Ave, Northridge, CA 91324, USA",34.2301528,-118.5583222,Los Angeles County,,08/26/2015,02/29/2016,Built Up
69491,8827,Shirley Ave,Los Angeles,CA,91324,"8827 Shirley Ave, Northridge, CA 91324, USA",34.2299933,-118.5583222,Los Angeles County,,08/26/2015,02/29/2016,Built Up
69492,8801,Shirley Ave,Los Angeles,CA,91324,"8801 Shirley Ave, Northridge, CA 91324, USA",34.2305541,-118.5588304,Los Angeles County,,08/26/2015,02/29/2016,Built Up
69493,8843,Shirley Ave,Los Angeles,CA,91324,"8843 Shirley Ave, Northridge, CA 91324, USA",34.2311098,-118.5583222,Los Angeles County,,08/28/2015,02/29/2016,Built Up
69494,9811,N Independence Ave,Los Angeles,CA,91311,"9811 N Independence Ave, Chatsworth, CA 91311, USA",34.2692768,-118.5907548,Los Angeles County,,09/01/2015,10/31/2015,Built Up
69495,21053,Devonshire St,Los Angeles,CA,91311,"21053 Devonshire St, Chatsworth, CA 91311, USA",34.2575367,-118.5927917,Los Angeles County,,09/03/2015,12/31/2015,Built Up
69496,12700,Braddock Dr,Los Angeles,CA,90066,"12700 Braddock Dr, Los Angeles, CA 90066, USA",33.9856711,-118.4238861,Los Angeles County,,09/25/2015,03/31/2016,Class A or B
69497,3316,Sunset Blvd,Los Angeles,CA,90026,"3316 Sunset Blvd, Los Angeles, CA 90026, USA",34.0868937,-118.2757502,Los Angeles County,,10/07/2015,11/30/2016,Built Up
69498,2806,Clearwater St,Los Angeles,CA,90039,"2806 Clearwater St, Los Angeles, CA 90039, USA",34.1071571,-118.2529136,Los Angeles County,,10/07/2015,11/30/2015,Built Up
69499,7416,Varna Ave,Los Angeles,CA,91605,"7416 Varna Ave, North Hollywood, CA 91605, USA",34.205363,-118.4240915,Los Angeles County,,10/13/2015,07/31/2016,Built Up
69500,1310,N Liberty St,Los Angeles,CA,90026,"1310 N Liberty St, Los Angeles, CA 90026, USA",34.0816804,-118.2595744,Los Angeles County,,10/20/2015,02/29/2016,Comp Shingle
69501,13500,Van Nuys Blvd,Los Angeles,CA,91331,"13500 Van Nuys Blvd, Pacoima, CA 91331, USA",34.2621092,-118.4271438,Los Angeles County,,10/20/2015,10/31/2015,Built Up
69502,18228,Parthenia St,Los Angeles,CA,91325,"18228 Parthenia St, Northridge, CA 91325, USA",34.2285047,-118.5307095,Los Angeles County,,10/20/2015,10/31/2016,Built Up
69503,573,S Boyle Ave,Los Angeles,CA,90033,"573 S Boyle Ave, Los Angeles, CA 90033, USA",34.0395693,-118.2206261,Los Angeles County,,10/23/2015,09/30/2015,Comp Shingle
69504,1861,W Gage Ave,Los Angeles,CA,90047,"1861 W Gage Ave, Los Angeles, CA 90047, USA",33.9821149,-118.3111096,Los Angeles County,,10/26/2015,10/31/2016,Built Up
69505,13327,Ventura Blvd,Los Angeles,CA,91423,"13327 Ventura Blvd, Sherman Oaks, CA 91423, USA",34.1469148,-118.4235199,Los Angeles County,,10/26/2015,04/30/2016,Built Up
69506,13325,Ventura Blvd,Los Angeles,CA,91423,"13325 Ventura Blvd, Sherman Oaks, CA 91423, USA",34.1469449,-118.4234401,Los Angeles County,,10/26/2015,04/30/2016,Built Up
